,word,pos,countentries,m1,m2,m3,m4,m5,m6,m7,m8,m9,m10,m11,m12,m13,m14,y1,y2,y3,y4,y5,y6,y7,y8,y9,y10,y11,y12,y13,y14
2320,laugher,n,2,one who laughs,that which causes/is subject of laughter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1410,1973,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2321,laughful,aj,2,merry,inclined to laugh,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1825,1825,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2322,laughter < hleahtor,n,2,laughter,instance of,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,650,650,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2323,laughter-loving,aj,2,merry,inclined to laugh,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1592,1592,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2324,laughterful,aj,2,merry,inclined to laugh,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1898,1898,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2325,lay to heart,vt,2,be affected intensely/deeply by,be serious towards,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1602,1602,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2326,laþe,av,2,with hatred,in a hostile manner,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,650,650,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2327,laþettan,vt,2,cause to be hated,loathe,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,650,650,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2328,laþian,v,2,excite hate,be loathsome/hateful,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,650,650,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2329,laþlic,aj,2,causing mental pain/suffering,loathsome/detestable,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,650,650,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2330,lead,vt,2,suffer mental pain,make wearisome/tedious,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1300,1430,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2331,leof,n,2,pleasure,source of pleasure,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,650,650,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2332,leoflic,aj,2,pleasant,beloved/dear,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,650,650,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2333,leofwende,aj,2,pleasant,friendly,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,650,650,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2334,leoht,aj,2,untroubled,free from trouble/care/sorrow,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,650,650,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2335,lepidity,n,2,jest/pleasantry,a jest/joke,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1647,1694,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2336,leveret,n,2,one who is petted/a pet,spiritless person/people,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1617,1630,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2337,levity,n,2,lack of seriousness,instance of,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1564,1930,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2338,liaison,n,2,intimate relation/connexion,illicit intimacy/love-affair,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1809,1821,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2339,lief < leof,n,2,loved one,specifically a female sweetheart/girlfriend,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,650,650,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2340,life,n,2,spiritedness/liveliness,cheerful liveliness,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1583,1583,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2341,lift up,vt,2,elate with pride,make cheerful,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1450,1572,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2342,light,vt,2,console/relieve,make cheerful,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1388,1470,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2343,light < leoht,aj,2,light-hearted,light (of heart),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,650,650,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2344,light-hearted,aj,2,light-hearted,proceeding from a light heart,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1400,1841,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2345,lighten,vi,2,be consoled/relieved,assume expression of cheerful liveliness,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1400,1867,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2346,like,vi,2,be pleased,take a fancy/liking,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1400,1590,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2347,like,vt,2,have liking for,have a taste/fancy for,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1200,1824,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2348,like by,vt,2,be pleased with,derive pleasure from/approve of,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1465,1465,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2349,like ill,vi,2,displease,feel sorrow/grief,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1250,1320,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2350,like of,vt,2,be pleased with,derive pleasure from/approve of,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1430,1430,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2351,like with,vt,2,be pleased with,derive pleasure from/approve of,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1709,1709,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2352,liking,n,2,liking/favourable regard,loved one,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1340,1392,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2353,lion,n,2,one who,ironical name for a hare,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1175,1825,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2354,lip,vt,2,kiss,speak impudently to,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1604,1898,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2355,lisse,vt,2,relieve (suffering),relieve of suffering,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1320,1374,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2356,listlessness,n,2,for some specific thing,languid indifference,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1646,1693,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2357,livelily,av,2,vividly,in a spirited/lively manner,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1697,1751,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2358,lively,aj,2,vivid,spirited/lively,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1535,1567,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2359,livening,aj,2,cheering/suggestive of cheerfulness,becoming,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1705,1866,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2360,liver,n,2,seat of passion,seat of love,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1390,1390,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2361,loath/loth < laþ,aj,2,unpleasant,loathsome/detestable,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,650,650,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2362,loathe < laþian,vi,2,displease,be loathsome/abhorrent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,650,650,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2363,loathing,aj,2,loathsome/detestable,full of detestation/loathing/disgust,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1508,1586,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2364,loathness,n,2,unpleasantness,hatred,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1175,1225,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2365,loathsomely,av,2,in a manner to excite loathing,in a loathsome manner/detestably/hatefully,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1425,1425,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2366,lonely,aj,2,caused by solitude,causing loneliness,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1811,1813,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2367,lonesome,aj,2,caused by solitude,causing loneliness,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1647,1798,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2368,long,aj,2,tediously long,long-suffering,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1175,1483,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2369,lose one's block,vi,2,be in state of nervous excitement,become angry,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1913,1913,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2370,lose one's cool,vi,2,be in state of nervous excitement,become angry,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1966,1966,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2371,lose one's head,vi,2,be in state of nervous excitement,panic/lose one's head,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1847,1847,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2372,lour/lower,n,2,dejected expression,a frown/scowl,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1400,1400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2373,louring/lowering,aj,2,of the appearance/face,frowning/scowling,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1400,1400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2374,louring/lowering,n,2,assuming/presenting dejected appearance,frowning/scowling,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1250,1250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2375,lov(e)able,aj,2,inviting/deserving love,friendly,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1340,1691,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2376,love,vi,2,be in love,love in return,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1230,1340,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2377,love,vt,2,have liking for,embrace affectionately,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1200,1877,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2378,love-drury,n,2,courtship/wooing,love-token/love-gift,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1300,1400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2379,love-hate,n,2,conflicting emotion combining love and hate,conflicting emotion combining love and hatred,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1925,1925,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2380,love-hate,vt,2,feel love-hate for,feel emotion combining love and hatred,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1963,1963,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2381,love-hatred,n,2,conflicting emotion combining love and hate,conflicting emotion combining love and hatred,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1928,1928,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2382,love-making,n,2,love-making,courtship/wooing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1450,1450,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2383,love-play,n,2,sexual caressing,courtship/wooing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1911,1911,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2384,loveful,aj,2,abounding in love,inviting/deserving love,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1225,1382,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2385,loveless,aj,2,without love (towards another),not beloved,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1311,1330,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2386,lovelily,av,2,lovingly,in a friendly manner,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1300,1300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2387,lovely,aj,2,friendly,(of persons) inclined to love,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1409,1470,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2388,lovering,n,2,action of caressing,courtship/wooing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1848,1848,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2389,lovesome,aj,2,loving,(of persons) inclined to love,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1200,1720,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2390,lovey-dovey,n,2,terms of endearment,brotherly love,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1781,1946,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2391,low,aj,2,humble,dejected,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1377,1744,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2392,low,vt,2,make humble,humiliate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1200,1200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2393,low-spirited,aj,2,abjectly cowardly,dejected,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1588,1753,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2394,low-spiritedness,n,2,base cowardice,dejection,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1641,1741,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2395,lowlily,av,2,humbly,modestly,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1340,1340,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2396,lowly,aj,2,humble,modest/unpretentious specifically of things,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1374,1634,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2397,lowly,av,2,humbly,modestly,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1350,1350,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2398,lowly,n,2,humble people,modest person/people,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1535,1725,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2399,lowness,n,2,humility,dejection,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1330,1782,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2400,lufi(g)endlic,aj,2,pleasant,inviting/deserving love,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,650,650,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2401,lufiend,n,2,one who loves,one who loves/a lover,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,650,650,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2402,luflic,aj,2,pleasant,of words/letters/utterances,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,650,650,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2403,lumber,vt,2,court/woo,engage in sexual caressing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1960,1966,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2404,lust,n,2,source of pleasure,liking/favourable regard,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1390,1430,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2405,lustily,av,2,with pleasure,pleasantly/enjoyably,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1225,1225,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2406,lustly < lustlice,av,2,with pleasure,pleasantly/enjoyably,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,650,650,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2407,lyftwynn,n,2,pleasantness of the air,other kinds of joy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,650,650,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2408,madness,n,2,extravagant/rapturous excitement,furious anger,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1595,1663,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2409,magnanimity,n,2,high courage,splendour/magnificence/pomp,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1438,1658,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2410,magnificent,aj,2,splendid/magnificent,proud,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1526,1603,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2411,majestically,av,2,with dignity,splendidly/magnificently,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1595,1595,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2412,majesty,n,2,splendour/magnificence/pomp,dignity,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1481,1531,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2413,make/be free with,vt,2,adopt very familiar terms with,treat impudently,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1708,1708,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2414,malcontent,n,2,discontented person,discontent/dissatisfaction,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1575,1591,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2415,male bonding,n,2,between men,action of establishing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1966,1995,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2416,malign,vt,2,hate,envy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1513,1590,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2417,man,vt,2,act as escort,encourage/embolden,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1567,1617,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2418,manlessness,n,2,cowardice/pusillanimity,state/condition of being manless,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1667,1924,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2419,marmoset,n,2,favourite/pet,of/to woman/child,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1523,1526,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2420,mash,n,2,infatuation,person who is object of infatuation,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1870,1888,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2421,mate,n,2,familiar form of address,one who loves/a lover,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1450,1549,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2422,mate,vt,2,stupefy,intimidate/bully,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1416,1416,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2423,maudlin,aj,2,weeping/tearful,sentimental,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1607,1630,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2424,mauvaise honte,n,2,affected modesty,diffidence,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1721,1721,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2425,mawkish,aj,2,indifferent,sentimental,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1679,1702,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2426,mawkishness,n,2,sentimentality,feeling of weariness/tedium,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1796,1861,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2427,mean,vt,2,feel pity for,lament the death of,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1440,1513,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2428,meek,vt,2,make humble,humiliate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1200,1340,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2429,meeken,vt,2,make humble,humiliate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1400,1400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2430,meekly,av,2,meekly/mildly,humbly,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1200,1200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2431,meekness,n,2,meekness/mildness,humility,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1200,1200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2432,meekship,n,2,meekness/mildness,humility,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1230,1230,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2433,meemies,n,2,hysterics,hysterical person,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1927,1927,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2434,melancholic,n,2,one affected by melancholy,one of melancholy constitution,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1460,1594,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2435,melancholily,av,2,in melancholy manner,angrily,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1536,1536,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2436,melancholist,n,2,one of melancholy constitution,one affected by melancholy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1599,1600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2437,melt,vi,2,become softened by compassion/love,be moved by pity,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1200,1200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2438,melt away,vi,2,go into ecstasies,be dissolved in ecstasy (of love/passion),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1320,1711,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2439,meltingly,av,2,pitiably,specifically,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1585,1680,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2440,menage/ménage,n,2,love-affair,pair of lovers,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1949,1980,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2441,mercuriality,n,2,mercurial spirits,instance of,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1653,1653,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2442,merriment,n,2,merriment,a jest/joke,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1574,1576,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2443,merriness,n,2,joy/gladness/delight,quality/condition of being merry,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1300,1300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2444,merry as a marriage bell,av,2,as a result of marriage,merrily,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1816,1816,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2445,merry-andrew,n,2,professional,buffoon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1673,1694,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2446,merry-go-sorry,n,2,mixture of joy and sorrow,mixture of sorrow and joy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1599,1599,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2447,mettle,aj,2,spirited/lively,spirited,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1592,1592,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2448,mettled,aj,2,spirited/lively,spirited,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1599,1599,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2449,mettlesome,aj,2,spirited/lively,spirited,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1673,1673,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2450,mihtmod,n,2,violent emotion,furious anger,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,650,650,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2451,mild,n,2,compassion,mercy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1390,1390,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2452,mildelic,aj,2,meek/mild,merciful,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,650,650,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
